id,name,url,studio,category,episode_count,avg_rating,total_ratings,description
id522282924,Book Fight,https://podcasts.apple.com/us/podcast/book-fight/id522282924,Mike Ingram and Tom McAllister,Arts,560 episodes,4.4,247 Ratings,"A podcast where writers talk honestly about books, writing, and the literary world. Hosted by Mike Ingram and Tom McAllister, authors and long-time editors for Barrelhouse, a nonprofit literary magazine and book publisher. New episodes every other week, with bonus episodes for Patreon subscribers."
id734373360,London Review Bookshop Podcast,https://podcasts.apple.com/us/podcast/london-review-bookshop-podcast/id734373360,London Review of Books,Arts,564 episodes,4.2,108 Ratings,"Listen to the latest literary events recorded at the London Review Bookshop, covering fiction, poetry, politics, music and much more.Find out about our upcoming events here https://lrb.me/bookshopeventspod Hosted on Acast. See acast.com/privacy for more information."
id294182889,"""The Scarlet Letter"" Audiobook (Audio book‪)‬",https://podcasts.apple.com/us/podcast/the-scarlet-letter-audiobook-audio-book/id294182889,Nathaniel Hawthorne and performed by Mary Woods,Arts,25 episodes,4.2,192 Ratings,"""The Scarlet Letter"" was first published in 1850. Set in 17th-century Boston, Nathaniel Hawthorne's story revolves around the themes of sin, revenge and repentance. This audiobook is performed by Mary Woods and produced by LoudLit.org. Each chapter download made possible by donations to LoudLit.org. Text provided at Project Gutenberg (www.gutenberg.org). This recording was made possible by the generous support of Gordon W. Draper, Lois and Will Yeats, Theresa Mahoney and Todd Fadoir. Also available via podcast: ""A Tale of Two Cities"" by Charles Dickens, ""Heart of Darkness"" by Joseph Conrad and ""Adventures of Huckleberry Finn"" by Mark Twain."
id214089682,Fresh Air,https://podcasts.apple.com/us/podcast/fresh-air/id214089682,Fresh Air,Arts,891 episodes,4.3,33.4K Ratings,"Fresh Air from WHYY, the Peabody Award-winning weekday magazine of contemporary arts and issues, is one of public radio's most popular programs. Hosted by Terry Gross, the show features intimate conversations with today's biggest luminaries.Subscribe to Fresh Air Plus! You'll enjoy bonus episodes and sponsor-free listening - all while you support NPR's mission. Learn more at plus.npr.org/freshair"
id1709704692,Writers On A New England Stage,https://podcasts.apple.com/us/podcast/writers-on-a-new-england-stage/id1709704692,NHPR,Arts,95 episodes,4.8,4 Ratings,"Part lecture, part intimate conversation, Writers on a New England Stage brings world-class authors to New Hampshire to read from their latest works and talk about themselves, their creative process, and their stories.This award-winning series, launched in 2005, has presented such celebrated authors as Dan Brown, Margaret Atwood, Stephen King, USSC Justice Sonia Sotomayor, Judy Blume, Tom Brokaw, Jodi Picoult, and David McCullough; all on stage at The Music Hall’s Historic Theater in downtown Portsmouth, NH. Each literary evening features an onstage interview with a New Hampshire Public Radio host. Live music is performed by the award-winning house band Dreadnaught."
id185699549,"""A Tale of Two Cities"" Audiobook (Audio book‪)‬",https://podcasts.apple.com/us/podcast/a-tale-of-two-cities-audiobook-audio-book/id185699549,Charles Dickens performed by Jane Aker,Arts,32 episodes,4.4,329 Ratings,"""A Tale of Two Cities"" was first published in 1859. Charles Dickens tells a gripping story about the nature of torture, power and love. This audiobook is performed by Jane Aker and co-produced by LoudLit.org and LiteralSystems. Each episode has 1 to 4 chapters and is approximately 30-40 minutes in length. Text provided at Project Gutenberg (www.gutenberg.org). This recording was made possible by the generous support of Gordon W. Draper. Also available via podcast from LiteralSystems and LoudLit.org: ""Heart of Darkness"" by Joseph Conrad, ""The Scarlet Letter"" by Nathaniel Hawthorne and ""Adventures of Huckleberry Finn"" by Mark Twain."
id1611809225,Lord of the Rings Lorecast,https://podcasts.apple.com/us/podcast/lord-of-the-rings-lorecast/id1611809225,Robots Radio,Arts,121 episodes,4.9,458 Ratings,"From the creation of the world to what happened after the destruction of the One Ring, this podcast explains all of the lore, characters, history, and mythology of J.R.R. Tolkien's amazingly deep and complex world one topic at a time. It's like the best college course you could ever take with a professor who loves Middle Earth and adds in some mind-blowing concepts along the way. Whether you're new to the fandom or someone interested in brushing up on the details and expanding your perspective, this is the perfect Tolkien podcast for you.This is part of the Robots Radio network and is brought to you by the host of other hit lore shows including the Fallout Lorecast, Elder Scrolls Lorecast, Witcher Lorecast, and Cyberpunk Lorecast. For business inquiries or advertising please contact robotsnetwork@gmail.com. This podcast is supported by our patrons at patron.com/lotrlorecast.com."
id1460580357,The Literary Life Podcast,https://podcasts.apple.com/us/podcast/the-literary-life-podcast/id1460580357,Angelina Stanford Thomas Banks,Arts,234 episodes,4.8,946 Ratings,"Not just book chat! The Literary Life Podcast is an ongoing conversation about the skill and art of reading well and the lost intellectual tradition needed to fully enter into the great works of literature.Experienced teachers Angelina Stanford and Thomas Banks (of www.HouseOfHumaneLetters.com) join lifelong reader Cindy Rollins (of www.MorningtimeForMoms.com) for slow reads of classic literature, conversations with book lovers, and an ever-unfolding discussion of how Stories Will Save the World.And check out our sister podcast The Well Read Poem with poet Thomas Banks."
id1439204048,Shedunnit,https://podcasts.apple.com/us/podcast/shedunnit/id1439204048,Caroline Crampton,Arts,152 episodes,4.9,657 Ratings,Unravelling the mysteries behind classic detective stories
id1065515588,Professional Book Nerds,https://podcasts.apple.com/us/podcast/professional-book-nerds/id1065515588,Evergreen Podcasts,Arts,842 episodes,4.5,310 Ratings,"We're not just book nerds. We're professional book nerds! We are staff librarians who work at OverDrive, the leading app for eBooks and audiobooks from public libraries and schools. It's our job to discuss books all day long so we thought, ""Why not share the conversation!"" Hear about the best books we've read, get recommendations, and learn about the hottest books coming out that we can't wait to dive into. Titles discussed are available to borrow through public libraries. Get started reading at overdrive.com and subscribe to our podcast today!"
id1711116407,DTFae,https://podcasts.apple.com/us/podcast/dtfae/id1711116407,DTFae Podcast,Arts,50 episodes,5.0,13 Ratings,"Follow us at @DTFaePodcast!We like our coffee icy and our books spicy. Oh, and we're totally Down To Fae. A podcast for fantasy romance readers and fans of authors like Sarah J. Maas, Jennifer L. Armentrout, Rebecca Yarros and Carissa Broadbent. Follow along as your delulu hosts discuss your favorite romantasy books in a chapter-by-chapter read, re-read or refresher."
id1533722524,Glamorous Trash: A Celebrity Memoir Podcast,https://podcasts.apple.com/us/podcast/glamorous-trash-a-celebrity-memoir-podcast/id1533722524,Chelsea Devantez,Arts,193 episodes,4.6,1.9K Ratings,"Celebrity Memoirs, Pop Culture, and Books! Join us as we book club female celebrity memoirs through a thoughtful lens."
id120315179,The Book Review,https://podcasts.apple.com/us/podcast/the-book-review/id120315179,The New York Times,Arts,498 episodes,4.1,3.4K Ratings,"The world's top authors and critics join host Gilbert Cruz and editors at The New York Times Book Review to talk about the week's top books, what we're reading and what's going on in the literary world.Listen to this podcast in New York Times Audio, our new iOS app for news subscribers. Download now at nytimes.com/audioapp"
id1273613024,Bend the Knee: A Song of Ice and Fire Podcast,https://podcasts.apple.com/us/podcast/bend-the-knee-a-song-of-ice-and-fire-podcast/id1273613024,Bend the Knee Media,Arts,450 episodes,4.3,859 Ratings,"Bend the knee and join us each week as we re-read the epic fantasy series, A Song of Ice and Fire by George R. R. Martin. Each episode will contain a small council meeting for updates on the HBO show, Winds of Winter, and GRR’s ‘Not a Blog’. We also include a short history lesson from A World of Ice and Fire. Finally, we take an in-depth look at each chapter of the series. This is a book club without banners, all are welcome to join! Night gathers, and now our read begins …"
id1572653162,Catholic Bible Study,https://podcasts.apple.com/us/podcast/catholic-bible-study/id1572653162,Augustine Institute,Arts,87 episodes,4.8,291 Ratings,"World-renowned Catholic Scholars from the Augustine Institute Graduate School of Theology lead in-depth Catholic Bible Studies to help the faithful encounter the Scriptures to further understanding and devotion to the inspired Word of God. These Bible Studies are brought to you by FORMED and are made possible by the Mission Circle giving society. Consider furthering the mission of the Augustine Institute to help Catholics understand, live, and share their faith by visiting missioncircle.org today."
id602003021,Overdue,https://podcasts.apple.com/us/podcast/overdue/id602003021,Headgum,Arts,704 episodes,4.6,2.1K Ratings,"Overdue is a podcast about the books you've been meaning to read. Join Andrew and Craig each week as they tackle a new title from their backlog. Classic literature, obscure plays, goofy childen’s books: they'll read it all, one overdue book at a time."
id250082529,Writers and Company,https://podcasts.apple.com/us/podcast/writers-and-company/id250082529,CBC Arts & Entertainment,Arts,26 episodes,4.7,212 Ratings,"CBC Radio's Writers and Company offers an opportunity to explore in depth the lives, thoughts and works of remarkable writers from around the world. Hosted by Eleanor Wachtel."
id1484378635,Books Unbound,https://podcasts.apple.com/us/podcast/books-unbound/id1484378635,Ariel Bissett & Raeleen Lemay,Arts,254 episodes,4.8,451 Ratings,"Unbinding books to get to their hearts! Ariel Bissett and Raeleen Lemay discuss the books they've read, the books they've bought, and recommend books to listeners every week!"
id1191909632,Close Reads Podcast,https://podcasts.apple.com/us/podcast/close-reads-podcast/id1191909632,Goldberry Studios,Arts,400 episodes,4.7,761 Ratings,"Close Reads is a book-club podcast for the incurable reader. Featuring David Kern, Tim McIntosh and Heidi White, alongside a couple of other occasional guests, we read Great Books and talk about them. This is a show for amateurs in the best sense. We’re book lovers, book enthusiasts. This is not an experts show and it’s barely literary analysis in the way that literary analysis is commonly understood. Instead it’s a show about experiences with literary urge. Join us!  closereads.substack.com"
id1737027136,Our State Book Club,https://podcasts.apple.com/us/podcast/our-state-book-club/id1737027136,Wiley Cash,Arts,10 episodes,5.0,40 Ratings,"Join the Our State Book Club,curated and hosted by acclaimed novelist Wiley Cash. In this bimonthly podcast, Cash will highlight books by North Carolina authors, starting with Charles Frazier’s chilling best seller The Trackers. This new podcast invites you to sit in on a conversation between the two authors as they discuss creativity, character inspiration, and North Carolina’s role in their writing process."
id1527466417,Carl Jung's Red Book + Astrology,https://podcasts.apple.com/us/podcast/carl-jungs-red-book-astrology/id1527466417,Satya Doyle Byock and Carol Ferris,Arts,29 episodes,4.8,101 Ratings,"Exploring Carl Jung’s magnum opus, The Red Book, chapter-by-chapter. In each episode, Salome Institute director, Satya Doyle Byock, and Astrologer Carol Ferris discuss C.G. Jung’s vast work while reflecting on Jungian psychology and history, the astrology of Jung's time and ours, and the political, social, feminist, and anti-racist relevance of this work today.C.G. Jung’s journey into the unconscious began in 1913, just months before the sudden beginning of WWI. It was this descent, laboriously documented in a large red leather book that has come to be known as ""The Red Book"" that underlies all of Analytical Psychology, also known as Jungian Psychology.You do not need to be steeped in Jungian Psychology or in astrology to enjoy this Jungian Podcast. Satya & Carol make this work socially and personally relevant for people of all backgrounds, even those with little experience with this material."
id164829166,Merriam-Webster's Word of the Day,https://podcasts.apple.com/us/podcast/merriam-websters-word-of-the-day/id164829166,Merriam-Webster,Arts,10 episodes,4.4,1.1K Ratings,"Build your vocabulary with Merriam-Webster's Word of the Day!  Each day a Merriam-Webster editor offers insight into a fascinating new word -- explaining its meaning, current use, and little-known details about its origin."
id1680366795,I'll Read What She's Reading,https://podcasts.apple.com/us/podcast/ill-read-what-shes-reading/id1680366795,I'll Read What She's Reading,Arts,71 episodes,4.5,340 Ratings,"Join Kennedy, Reggie, & Mikayla every Wednesday as they discuss everything from smash or pass on their favorite book characters, deep dives on their favorite authors, & more. Want to read & not sure where to start? Just read what they’re reading! Each month the girls will have a monthly book club book that they, along with their listeners, will read together & discuss. See you Wednesday!"
id1366633318,Moms Don’t Have Time to Read Books,https://podcasts.apple.com/us/podcast/moms-dont-have-time-to-read-books/id1366633318,Author Obsessions,Arts,"1,928 episodes",4.5,518 Ratings,"Moms Don’t Have Time to Read Books is the award-winning, author-interview podcast hosted by author, bookstore owner and publisher, Zibby Owens, dubbed ""NYC's Most Powerful Book-fluencer"" (Vulture). (Zibby's novel Blank is a USA Today bestseller!) Hear from your favorite celebrities, novelists, memoirists, and others to keep you in-the-know, help you find the next book for you, and inspire you!Sign up for our newsletters here and learn more on zibbymedia.com. Please rate and review the podcast if you love it!!***Music by Morning Moon Music.Sound editing by TexturesSound.Hosting by Acast.To inquire about advertising, please contact allie.gallo@acast.com.***Thank you to this week's sponsors:ByHeart: ByHeart is an infant nutrition company built from the ground up to deliver real innovation on behalf of babies and parents. Their mission is simple: make the best formula in the world. Redeem your welcome offer at ByHeart.com/Podcast with code ZIBBY20 for a limited time.K12: K12 Powered Schools are tuition-free online accredited public schools for kindergarten through 12th grade, designed to help your child to learn at their own pace, in their own place, and with an engaging curriculum that supports individual learning styles. Join the more than 2 million families who have been served by K12, and empower your student to reach their full potential now. Go to K12.com/ZIBBY today to learn more and find a tuition-free K12-powered school near you.ADT: ADT is America’s most trusted name in home security. From cameras to doorbells and more, get peace of mind when you’re home or away. Get started at ADT.com.CrunchLabs: CrunchLabs’ goal is to show kids how to Think Like an Engineer through CrunchLabs Build Boxes, a STEM subscription build-it-yourself box! For the summer, CrunchLabs is hosting Camp CrunchLabs: a supercharged 12-week virtual summer camp. That’s a Build Box every week for 12 weeks—least boring summer ever! Visit crunchlabs.com/ZIBBY for a Camp CrunchLabs discount! Now there's more! Subscribe to Moms Don't Have Time to Read Books on Acast+ and get ad-free episodes. https://plus.acast.com/s/moms-dont-have-time-to-read-books. Hosted on Acast. See acast.com/privacy for more information."
id862258051,Jay & Miles X-Plain the X-Men,https://podcasts.apple.com/us/podcast/jay-miles-x-plain-the-x-men/id862258051,Jay Edidin & Miles Stokes,Arts,496 episodes,4.7,1.7K Ratings,"Daunted by complex continuity? Can’t tell a mutate from a warpie? We are here for you. We have trained for this responsibility for decades. We have the backissues, the calluses, and a really detailed map of the Summers family tree.We’ve been explaining the X-Men informally for years–to our friends and family, to the Internet, and, occasionally, to patient strangers on the street. Now, we’re making it official, with Jay and Miles X-Plain the X-Men: a weekly podcast dedicated to unpacking the weird, wonderful world of our favorite superhero soap opera for newcomers and die-hard fans alike."
id1599268508,Great Audiobooks,https://podcasts.apple.com/us/podcast/great-audiobooks/id1599268508,Great Literature,Arts,"1,525 episodes",4.5,82 Ratings,100 Great Audiobooks of Literary Masterpieces!
id1074070278,History of Westeros (Game of Thrones‪)‬,https://podcasts.apple.com/us/podcast/history-of-westeros-game-of-thrones/id1074070278,History of Westeros,Arts,339 episodes,4.6,1.2K Ratings,"Come obsess over A Song of Ice and Fire and Game of Thrones with us! Our show is an enthusiastic and heavily-detailed look at the past, present and future of Westeros and the realms beyond."
id1446461993,Comic Book Couples Counseling Podcast,https://podcasts.apple.com/us/podcast/comic-book-couples-counseling-podcast/id1446461993,Brad & Lisa Gullickson,Arts,200 episodes,5.0,293 Ratings,Join married couple Brad and Lisa as they explore the various dynamics of comic book relationships throughout pop culture and publishing history.
id1155061645,All About Agatha Christie,https://podcasts.apple.com/us/podcast/all-about-agatha-christie/id1155061645,All About Agatha (Christie),Arts,274 episodes,4.7,1K Ratings,"All About Agatha is a podcast all about, well, Agatha. Agatha Christie, of course: the Queen of Crime, a real-life Dame of the British Empire, and author of sixty-six mystery novels that spanned the Twentieth Century, defining a genre. For five years, Catherine Brobeck and Kemper Donovan revisited these novels in publication order, ranking them according to pre-set criteria (plot, character, etc.). Tragically, Catherine Brobeck passed away at the end of 2021. Since then, Kemper has completed the podcast's ranking project, and now contents himself with celebrating the greatness of Christie by attempting to solve the ultimate mystery where she is concerned. Why Christie--and Christie alone--endures as powerfully as she does."
id1560876048,Booknotes‪+‬,https://podcasts.apple.com/us/podcast/booknotes/id1560876048,C-SPAN,Arts,181 episodes,4.8,138 Ratings,"Taking the concept from Brian Lamb's long running Booknotes TV program, the podcast offers listeners more books and authors. Booknotes+ features a mix of new interviews with authors and historians, along with some old favorites from the archives. The platform may be different, but the goal is the same – give listeners the opportunity to learn something new."
id1508854933,The Lubber's Hole - A Patrick O'Brian Podcast,https://podcasts.apple.com/us/podcast/the-lubbers-hole-a-patrick-obrian-podcast/id1508854933,Mike & Ian,Arts,225 episodes,4.9,167 Ratings,"A fan podcast reading through all of the Aubrey-Maturin novels by Patrick O’Brian, beginning with the first - Master and Commander.  Support us at https://www.patreon.com/lubbershole"
id1509836867,Gom Jabbar: A Dune Podcast,https://podcasts.apple.com/us/podcast/gom-jabbar-a-dune-podcast/id1509836867,Lore Party Media,Arts,197 episodes,4.8,507 Ratings,"Gom Jabbar is the ultimate guide to the Dune universe for both longtime fans and newcomers. Join hosts Abu and Leo as they dive deep into every aspect of Dune lore, from Frank Herbert's original novels to HBO's television show and Denis Villeneuve's blockbuster films. New episodes every other Friday."
id1354253207,Reading Ferdowsi فردوسی خوان‪ی‬,https://podcasts.apple.com/us/podcast/reading-ferdowsi-%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C-%D8%AE%D9%88%D8%A7%D9%86%DB%8C/id1354253207,Amir Khadem,Arts,196 episodes,4.8,2.2K Ratings,پادکست برای دوستداران مبتدی شاهنامه
id1569037446,Traditional Catholic Audiobooks,https://podcasts.apple.com/us/podcast/traditional-catholic-audiobooks/id1569037446,SGZ,Arts,116 episodes,4.7,141 Ratings,"A collection of Free Catholic Audiobooks in the Open DomainSubscribe to this podcast, many will still come. If they are not public, please share with me and I'll remove.Personal favorites: Imitation of Christ and Dark Night of the Soul Supported by https://twitter.com/glass_zealot/ on Twitter"
id1596320503,Alt Shift X audio,https://podcasts.apple.com/us/podcast/alt-shift-x-audio/id1596320503,Alt Shift ZZZ,Arts,82 episodes,4.9,50 Ratings,"Audio from Alt Shift X videos, and readings from Alt Shift ZZZ. Alt Shift X videos at youtube.com/AltShiftX and Alt Shift ZZZ readings at youtube.com/AltShiftZZZ"
id1723116481,Ascend - The Great Books Podcast,https://podcasts.apple.com/us/podcast/ascend-the-great-books-podcast/id1723116481,Harrison Garlick and Adam Minihan,Arts,36 episodes,5.0,26 Ratings,"Welcome to Ascend!We are a weekly Great Books podcast hosted by Deacon Harrison Garlick and Adam Minihan.What are the Great Books?The Great Books are the most impactful texts that have shaped Western civilization. They include ancients like Homer, Plato, St. Augustine, Dante, and St. Thomas Aquinas, and also moderns like Machiavelli, Locke, and Nietzsche. We will explore the Great Books with the light of the Catholic intellectual tradition.Why should we read the Great Books?Everyone is a disciple of someone. A person may have never read Locke or Nietzsche, but he or she thinks like them. Reading the Great Books allows us to reclaim our intellect and understand the origin of the ideas that shape our world. We enter a ""great conversation"" amongst the most learned, intelligent humans in history and benefit from their insights.Is this for first-time readers?YES. Our goal is to host meaningful conversations on the Great Books by working through the texts in chronological order in a slow, attentive manner. Our host Adam Minihan is a first-time reader of Homer. We will start shallow and go deep. All are invited to join.Will any resources be available?YES. We are providing a free 115 Question & Answer Guide to the Iliad written by Deacon Harrison Garlick in addition to our weekly conversations. It will be available on the website (launching next week). Go pick up a copy of the Iliad!We look forward to reading Homer with you in 2024."
id1440190146,Fated Mates - A Romance Novel Podcast,https://podcasts.apple.com/us/podcast/fated-mates-a-romance-novel-podcast/id1440190146,Fated Mates,Arts,307 episodes,4.9,808 Ratings,"The most listened to romance novel podcast, Fated Mates is co-hosted by bestselling author Sarah MacLean and romance critic Jen Prokop. Weekly episodes include romance novel read-alongs and lively discussions of the work of the genre, highlighting the romance novel as a powerful tool in fighting the patriarchy…with absolutely no kink shaming."
id1194913358,The Losers' Club: A Stephen King Podcast,https://podcasts.apple.com/us/podcast/the-losers-club-a-stephen-king-podcast/id1194913358,Bloody FM,Arts,442 episodes,4.6,1.2K Ratings,"Founded in 2017, The Losers’ Club® is an award-winning weekly series that chronologically digs through the work of Stephen King with humor, irreverence, and a critical eye. Each episode, the Losers gather together to read between the iconic pages and share the latest in King’s Dominion, whether it’s the author’s oft-controversial tweets, the boldest Hollywood headlines, or his endless forthcoming projects. The series also regularly features special guests. In the past, the Losers have spoken to Mike Flanagan, Thomas Jane, Tananarive Due, Chapo Trap House, Owen Teague, Mick Garris, Mary Lambert, Jerry O’Connell, Wil Wheaton, Joe Bob Briggs, and even King himself.Suitable for readers both Constant and casual. King says check us out.Edited by Kyle Orozovich. Music by The Most/Charlie Laurence. Produced by Michael Roffman and Randall Colburn."
id1541097198,أخض‪ر‬,https://podcasts.apple.com/us/podcast/%D8%A3%D8%AE%D8%B6%D8%B1/id1541097198,Akhdar - أخضر,Arts,71 episodes,4.4,31 Ratings,بودكاست اخضر يناقش أفكار الكتب العربية والأجنبية في كل مجالات الحياةأخضر هي منصة متخصصة في تبسيط الكتب والمعرفة، نقدم خلاصات لأهم الكتب عن طريق قناتنا على يوتيوب.بالإضافة لتطبيق أخضر والذي يحتوي على خلاصات لمئات الكتب في 16 قسم في كافة مجالات الحياة.a5drcomموقع أخضر : https://a5dr.comالموسوعة: https://a5dr.com/wiki/أفكار الكتب : https://a5dr.com/bookidea/فيسبوك: https://a5dr.app/facebookتويتر: https://a5dr.app/twitterانستجرام: https://a5dr.app/instagramتليجرام: https://a5dr.app/telegramhttps://a5dr.app/quorahttps://a5dr.app/snapchathttps://a5dr.app/pinterest
id369757090,The H.P. Lovecraft Literary Podcast,https://podcasts.apple.com/us/podcast/the-h-p-lovecraft-literary-podcast/id369757090,The H.P. Lovecraft Literary Podcast,Arts,266 episodes,4.8,1.2K Ratings,"The H.P. Lovecraft Literary Podcast has been creating podcasts and audio productions since 2009! Each week, hosts Chad Fifer and Chris Lackey discuss a piece of weird fiction. Our 120 initial shows on the works of H.P. Lovecraft are all FREE, and we continue to produce shows on the new podcast, Strange Studies of Strange Studies found on PATREON!"
id1524845865,How to Eat an Elephant: A Little Book Club for Large Books,https://podcasts.apple.com/us/podcast/how-to-eat-an-elephant-a-little-book-club-for-large-books/id1524845865,The CenterForLit Podcast Network,Arts,111 episodes,4.8,67 Ratings,We’re taking our time as we close read and discuss bite-size portions of the literary canon’s largest books.
id1660396019,"1984 or Nineteen Eighty-Four, audiobook",https://podcasts.apple.com/us/podcast/1984-or-nineteen-eighty-four-audiobook/id1660396019,Anna B,Arts,24 episodes,4.6,31 Ratings,Nineteen Eight-Four or 1984 by George Orwell is read by professional narrator and actress Anna Butterworth in an easy-to-listen-to and understandable style that brings this classic novel to life. 1984 is included on many lists of the best English-language novels of the 20th century and is widely read by many English-speaking students. Listen to find out why this book has been one of the most talked-about and read novels of all time.
id1537284707,剧谈社｜翻译艺术‪品‬,https://podcasts.apple.com/us/podcast/%E5%89%A7%E8%B0%88%E7%A4%BE-%E7%BF%BB%E8%AF%91%E8%89%BA%E6%9C%AF%E5%93%81/id1537284707,剧谈社,Arts,71 episodes,5.0,29 Ratings,艺术文化类播客。通过对艺术的硬核解读，推动博雅教育的文化传播理想。话题涵盖古今中外的绘画、音乐、书法、雕塑、建筑、书籍、珠宝、美酒、美食等。每期时长1 - 1.5小时。约双周更新。节目获得2022年、2021年苹果播客编辑精选。
id1703175372,Murder on Sex Island,https://podcasts.apple.com/us/podcast/murder-on-sex-island/id1703175372,Jo Firestone,Arts,13 episodes,4.9,699 Ratings,"A sexy reality TV show with a missing contestant. An undercover detective. Two cats safe at home. Murder on Sex Island is a twisty psycho-sexual thriller with equal parts humor and intrigue. Private Detective Luella van Horn's been through a lot, but this time, she might not make it out alive.New chapters every week, narrated by the author, Jo Firestone. Need to find out who did it sooner? You can order your copy of Murder on Sex Island from Amazon or your local bookstore today. This audio book is produced by Bari Finkel, and edited by Bari Finkel and Gabrielle Lewis."
id1294702451,Heaving Bosoms,https://podcasts.apple.com/us/podcast/heaving-bosoms/id1294702451,Bonus Heaving Bosoms!,Arts,577 episodes,4.9,1.2K Ratings,"Melody Carlisle and Sabrina Bradley love romance and they do it out loud! Every Monday, these long-distance best friends recap romance novels from a comedic, intersectional feminist, sex-positive perspective. If you're itching for a BFF book club or just love raucous slumber party vibes, this is the show for you! Whether you've read the book or not, all are welcome! Giggling, tangents, and sincere joy abound."
id1572718049,The Thing About Austen,https://podcasts.apple.com/us/podcast/the-thing-about-austen/id1572718049,The Thing About Austen,Arts,95 episodes,5.0,408 Ratings,"The Thing About Austen is a podcast about Jane Austen's world — the people, objects, and culture that shape Austen's fiction. Come for the historical context and stay for the literary shenanigans. Think of us as your somewhat cheeky tour guides to the life and times of Jane Austen."
id1727383201,The Morbidly Curious Book Club Podcast,https://podcasts.apple.com/us/podcast/the-morbidly-curious-book-club-podcast/id1727383201,PATCHES,Arts,11 episodes,5.0,13 Ratings,"The Morbidly Curious Book Club is an 18+ non-fiction book club diving into the darker macabre parts of your library, with a passion for learning more about what may be too niche for your family gatherings. What started in 2021 as a dream quickly became a reality, and as of mid-2024, we have over 12,000 global members worldwide with localized chapters sprouting up around the world.The podcast started in 2024 as a way to give the members a little bit more by chatting with the authors themselves about their books. There are also bonus episodes where I chat with the books subjects or updates regarding the books topics, and 'archive' episodes where I chat with authors from previous book club picks.Join the book club today at themorbidlycuriousbookclub.comThank you for being a part of this weird, incredible book club. Enjoy the podcast!"
id1738545065,No Write Way with V. E. Schwab,https://podcasts.apple.com/us/podcast/no-write-way-with-v-e-schwab/id1738545065,V. E. Schwab (Author),Arts,25 episodes,5.0,20 Ratings,"V.E. Schwab here! Join me each week as I chat with fellow successful authors about their origin stories, processes, work-life balance, and how *they* create the stories you love. Because there's no right way to write, just whatever works for you."
id1125579173,Mythical Astronomy of Ice and Fire,https://podcasts.apple.com/us/podcast/mythical-astronomy-of-ice-and-fire/id1125579173,David Lightbringer,Arts,174 episodes,4.8,322 Ratings,"We believe that George R. R. Martin has put a lot of effort and thought into creating a deeper dimension of archetype and symbol in his writing. He’s created connections between past and future, between sky and ground. He’s built on classic figures from world mythology and twisted them around in new and incredible ways to fashion his own archetypal characters whose divine roles are played out by the characters in the story. He’s done all of this not only to be artistic and clever, but because he’s actually participating in a grand tradition of esoteric, symbolic art. Keeping this tradition alive is of critical importance and tremendous value to society, and that is why I believe this facet of A Song of Ice and Fire is so worthy of study. This podcast is intended to be our vehicle to explore these inner workings, and it is fueled by enthusiasm, yours and mine."
id1742116372,Persuasion by Jane Austen,https://podcasts.apple.com/us/podcast/persuasion-by-jane-austen/id1742116372,Ballarat National Theatre,Arts,8 episodes,5.0,30 Ratings,"A Persuasion audiobook performed by 20 actors with gorgeous ambient sounds and an original musical score to bring the story to life. From the director of the Webby Award Honouree podcast of Pride and Prejudice. Presented over 13 beautiful episodes. This dramatised audiobook is produced by the Australian not-for-profit community theatre company, Ballarat National Theatre."
id1305381419,Classical Stuff You Should Know,https://podcasts.apple.com/us/podcast/classical-stuff-you-should-know/id1305381419,"A.J. Hanenburg, Graeme Donaldson, and Thomas Magbee",Arts,267 episodes,4.7,620 Ratings,"A.J., Graeme, and Thomas discuss everything having to do with the classical world. Our aim is to help both educators and laypeople enjoy the classical world as much as they enjoy fine ales and good tales."
id1366035075,Best Comics Ever,https://podcasts.apple.com/us/podcast/best-comics-ever/id1366035075,By Dave Buesing (Comic Book Herald),Arts,298 episodes,4.7,61 Ratings,"Best Comics Ever by Comic Book Herald is an ongoing analysis of the best comic books of all time... and the ones that don't make the cut too! Dave will explore the biggest comic book events, eras, and creators trending in the world of comics, covering the universes of Marvel, DC, indie books and more!"
id1737252890,Well-Read with Glory Edim,https://podcasts.apple.com/us/podcast/well-read-with-glory-edim/id1737252890,Glory Edim,Arts,7 episodes,4.3,41 Ratings,"""Well-Read,"" is a podcast dedicated to discovering the books that build a well-lived life. Host Glory Edim delves into the bookshelves and minds of some of the most captivating storytellers of our time. What they're reading to stay inspired, creative, and 100% authentic."
id1549096697,The Well Read Poem,https://podcasts.apple.com/us/podcast/the-well-read-poem/id1549096697,Thomas Banks,Arts,96 episodes,4.9,227 Ratings,"Because reading is interpretation, The Well Read Poem aims to teach you how to read with understanding! Hosted by poet Thomas Banks of The House of Humane Letters, these short episodes will introduce you to both well-known and obscure poets and will focus on daily recitation, historical and intellectual background, elements of poetry, light explication, and more!Play this podcast daily and practice reciting! The next week, get a new poem. Grow in your understanding and love of poetry by learning how to read well! Brought to you by The Literary Life Podcast."
id1483509065,The Great Stories,https://podcasts.apple.com/us/podcast/the-great-stories/id1483509065,Trevor Downey,Arts,64 episodes,4.9,122 Ratings,"Is there anything better than being told a good story? Well, yes. Being told one of the truly great stories probably beats it. In this podcast, Trev Downey reads the very best in the genre and discusses them with his guests."
